season,week,home,win,Clemson_points,opp,opp_points,opp_games,games,opp_fourthDowns,opp_thirdDownConversions,opp_interceptionYards,opp_penaltyYards,opp_fumblesLost,opp_rushingTDs,opp_passesIntercepted,opp_puntReturns,opp_totalYards,opp_puntReturnTDs,opp_fourthDownConversions,opp_interceptionTDs,opp_rushingYards,opp_possessionTime,opp_puntReturnYards,opp_passCompletions,opp_interceptions,opp_thirdDowns,opp_turnovers,opp_firstDowns,opp_passingTDs,opp_penalties,opp_netPassingYards,opp_fumblesRecovered,opp_rushingAttempts,opp_passAttempts,netPassingYards,thirdDownConversions,possessionTime,passingTDs,fumblesRecovered,firstDowns,puntReturnTDs,totalYards,penalties,puntReturnYards,penaltyYards,passAttempts,passCompletions,turnovers,thirdDowns,rushingTDs,puntReturns,interceptions,rushingYards,fumblesLost,fourthDowns,rushingAttempts,fourthDownConversions,interceptionTDs,interceptionYards,passesIntercepted,opp_kickReturnTDs,opp_kickReturns,opp_kickReturnYards,kickReturnYards,kickReturnTDs,kickReturns,opp_tacklesForLoss,opp_sacks,tacklesForLoss,sacks
2001,2,True,True,21,UCF,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,5,True,False,24,Virginia,26,12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,6,False,True,47,Georgia Tech,44,13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,8,False,True,45,NC State,37,12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,9,True,False,3,North Carolina,38,13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,10,False,True,21,Wake Forest,14,11,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,True,False,27,Florida State,41,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,False,False,20,Maryland,37,12,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,13,False,False,15,South Carolina,20,12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,15,True,True,59,Duke,31,11,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,False,False,28,Georgia,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,True,True,33,Louisiana Tech,13,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,True,True,24,Georgia Tech,19,13,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,5,True,True,30,Ball State,7,12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,7,False,False,31,Florida State,48,14,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,8,False,False,17,Virginia,22,14,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,True,True,31,Wake Forest,23,13,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,10,True,False,6,NC State,38,14,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,11,False,True,34,Duke,31,12,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,12,False,True,42,North Carolina,12,12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,13,True,False,12,Maryland,30,14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,14,True,True,27,South Carolina,20,12,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,2,True,False,0,Georgia,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,True,True,37,Middle Tennessee,14,12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,5,False,True,39,Georgia Tech,3,13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,7,False,False,7,Maryland,21,13,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,8,True,True,30,Virginia,27,13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,False,False,15,NC State,17,13,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,True,True,36,North Carolina,28,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,11,False,False,17,Wake Forest,45,12,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,12,True,True,26,Florida State,10,13,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,13,True,True,40,Duke,7,12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,14,False,True,63,South Carolina,17,12,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,True,True,37,Wake Forest,30,11,,12.0,66.0,184.0,0.0,7.0,18.0,11.0,31.0,3864.0,0.0,2.0,4.0,2267.0,11377.0,119.0,128.0,7.0,169.0,14.0,200.0,6.0,0.0,1734.0,11.0,527.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,True,False,24,Georgia Tech,28,12,1.0,13.0,54.0,99.0,0.0,13.0,11.0,10.0,55.0,4157.0,0.0,3.0,2.0,1947.0,13738.0,339.0,169.0,18.0,169.0,31.0,229.0,17.0,0.0,2406.0,7.0,486.0,346.0,297.0,5.0,1140.0,2.0,1.0,23.0,1.0,371.0,0.0,72.0,0.0,41.0,20.0,3.0,16.0,1.0,2.0,2.0,83.0,1.0,0.0,35.0,0.0,,,,,,,,,,,,,
2004,4,False,False,6,Texas A&M,27,12,2.0,19.0,60.0,111.0,0.0,9.0,24.0,12.0,30.0,5141.0,0.0,6.0,1.0,2007.0,12085.0,135.0,223.0,4.0,166.0,13.0,242.0,18.0,0.0,3282.0,10.0,434.0,378.0,559.0,9.0,2129.0,3.0,1.0,42.0,1.0,858.0,0.0,80.0,0.0,84.0,40.0,5.0,31.0,3.0,6.0,4.0,295.0,1.0,2.0,66.0,0.0,0.0,0.0,1.0,,,,,,,,,,
2004,5,False,False,22,Florida State,41,12,3.0,20.0,40.0,164.0,0.0,9.0,19.0,16.0,59.0,4470.0,0.0,12.0,2.0,1944.0,13301.0,619.0,215.0,15.0,177.0,24.0,233.0,11.0,0.0,2737.0,15.0,460.0,402.0,793.0,11.0,3043.0,4.0,1.0,60.0,1.0,1108.0,0.0,85.0,0.0,120.0,60.0,10.0,42.0,3.0,10.0,7.0,353.0,3.0,3.0,93.0,0.0,0.0,0.0,1.0,,,,,,,,,,
2004,7,False,False,10,Virginia,30,12,4.0,9.0,76.0,38.0,0.0,7.0,34.0,9.0,46.0,5081.0,1.0,7.0,0.0,2914.0,13680.0,326.0,179.0,5.0,163.0,12.0,264.0,9.0,0.0,2271.0,7.0,550.0,284.0,908.0,14.0,3788.0,5.0,1.0,71.0,1.0,1281.0,0.0,85.0,0.0,146.0,70.0,16.0,54.0,3.0,11.0,10.0,438.0,6.0,3.0,119.0,0.0,0.0,0.0,1.0,,,,,,,,,,
2004,8,True,True,35,Utah State,6,11,5.0,21.0,52.0,308.0,0.0,10.0,7.0,12.0,24.0,3194.0,2.0,8.0,1.0,839.0,11470.0,438.0,210.0,19.0,162.0,29.0,181.0,11.0,0.0,2594.0,11.0,359.0,367.0,1074.0,19.0,4647.0,6.0,2.0,80.0,1.0,1492.0,0.0,107.0,0.0,174.0,86.0,17.0,68.0,3.0,12.0,11.0,483.0,6.0,4.0,140.0,1.0,0.0,0.0,1.0,,,,,,,,,,
2004,9,True,True,10,Maryland,7,11,6.0,11.0,63.0,50.0,0.0,10.0,12.0,6.0,33.0,3277.0,0.0,4.0,0.0,1314.0,12403.0,211.0,161.0,16.0,174.0,26.0,183.0,8.0,0.0,2199.0,11.0,450.0,305.0,1254.0,24.0,5802.0,6.0,2.0,100.0,1.0,1871.0,0.0,193.0,0.0,198.0,101.0,19.0,83.0,7.0,16.0,13.0,683.0,6.0,5.0,188.0,2.0,0.0,30.0,2.0,,,,,,,,,,
2004,10,True,True,26,NC State,20,11,7.0,16.0,51.0,92.0,0.0,18.0,15.0,6.0,49.0,3839.0,3.0,7.0,1.0,1617.0,12175.0,393.0,191.0,17.0,163.0,35.0,211.0,12.0,0.0,2420.0,6.0,435.0,343.0,1461.0,27.0,6864.0,6.0,2.0,116.0,1.0,2077.0,0.0,244.0,0.0,229.0,115.0,19.0,99.0,8.0,21.0,13.0,719.0,6.0,7.0,228.0,3.0,0.0,44.0,4.0,,,,,,,,,,
2004,11,False,True,24,Miami,17,12,8.0,12.0,55.0,144.0,0.0,9.0,16.0,13.0,55.0,4384.0,7.0,4.0,0.0,1572.0,13051.0,697.0,207.0,6.0,169.0,15.0,215.0,22.0,0.0,2955.0,19.0,422.0,370.0,1667.0,35.0,7923.0,7.0,3.0,132.0,1.0,2344.0,0.0,281.0,0.0,263.0,130.0,20.0,116.0,8.0,24.0,13.0,801.0,7.0,7.0,262.0,3.0,1.0,128.0,9.0,,,,,,,,,,
2004,12,False,False,13,Duke,16,11,9.0,16.0,38.0,229.0,0.0,17.0,5.0,13.0,11.0,2697.0,0.0,11.0,2.0,1034.0,10702.0,33.0,160.0,10.0,139.0,27.0,144.0,2.0,0.0,1918.0,11.0,347.0,283.0,1940.0,41.0,8990.0,7.0,4.0,150.0,1.0,2715.0,0.0,344.0,0.0,300.0,151.0,21.0,135.0,11.0,31.0,14.0,914.0,7.0,8.0,298.0,4.0,1.0,128.0,9.0,,,,,,,,,,
2004,13,True,True,29,South Carolina,7,11,10.0,16.0,61.0,312.0,0.0,11.0,14.0,17.0,30.0,4058.0,0.0,7.0,2.0,1856.0,13012.0,154.0,159.0,15.0,162.0,26.0,201.0,13.0,0.0,2354.0,11.0,464.0,280.0,1940.0,41.0,8990.0,7.0,4.0,150.0,1.0,2715.0,0.0,344.0,0.0,300.0,151.0,21.0,135.0,11.0,31.0,14.0,914.0,7.0,8.0,298.0,4.0,1.0,128.0,9.0,,,,,,,,,,
2005,2,False,True,28,Maryland,24,11,1.0,15.0,44.0,51.0,0.0,8.0,15.0,7.0,20.0,3891.0,0.0,7.0,0.0,1357.0,10735.0,95.0,194.0,16.0,136.0,24.0,223.0,13.0,0.0,2733.0,12.0,399.0,321.0,218.0,7.0,540.0,0.0,1.0,24.0,1.0,396.0,0.0,53.0,0.0,24.0,16.0,0.0,16.0,0.0,2.0,0.0,183.0,0.0,1.0,51.0,1.0,0.0,37.0,1.0,,,,,,,,,,
2005,3,True,False,30,Miami,36,12,2.0,13.0,48.0,223.0,115.0,13.0,18.0,14.0,40.0,3890.0,2.0,3.0,0.0,1653.0,13269.0,398.0,195.0,12.0,159.0,25.0,217.0,20.0,14.0,2760.0,17.0,447.0,340.0,401.0,12.0,1633.0,2.0,2.0,43.0,1.0,688.0,0.0,78.0,0.0,46.0,34.0,0.0,30.0,2.0,4.0,0.0,297.0,0.0,3.0,91.0,1.0,0.0,41.0,2.0,0.0,3.0,81.0,,,,,,,
2005,4,True,False,13,Boston College,16,12,3.0,12.0,73.0,62.0,0.0,11.0,21.0,11.0,42.0,4653.0,0.0,7.0,1.0,1740.0,11976.0,264.0,260.0,12.0,177.0,23.0,254.0,17.0,0.0,3002.0,8.0,449.0,416.0,682.0,14.0,3316.0,4.0,2.0,68.0,1.0,688.0,2.0,85.0,15.0,100.0,65.0,1.0,46.0,3.0,7.0,1.0,374.0,0.0,6.0,115.0,4.0,0.0,41.0,2.0,,,,24.0,0.0,3.0,,,,
2005,5,False,False,27,Wake Forest,31,11,4.0,21.0,62.0,204.0,0.0,11.0,19.0,14.0,36.0,3947.0,0.0,10.0,3.0,2173.0,12432.0,149.0,172.0,10.0,186.0,21.0,201.0,7.0,0.0,2015.0,4.0,525.0,292.0,852.0,14.0,4214.0,4.0,2.0,81.0,1.0,939.0,2.0,102.0,15.0,128.0,84.0,1.0,57.0,4.0,11.0,1.0,476.0,0.0,6.0,144.0,4.0,0.0,48.0,4.0,,,,24.0,0.0,3.0,,,,
2005,7,False,True,31,NC State,10,12,5.0,15.0,36.0,113.0,0.0,11.0,12.0,10.0,47.0,3494.0,0.0,6.0,2.0,1297.0,11389.0,194.0,174.0,14.0,150.0,25.0,174.0,13.0,0.0,2376.0,14.0,396.0,318.0,1171.0,21.0,5315.0,4.0,3.0,109.0,1.0,1393.0,2.0,112.0,15.0,170.0,112.0,3.0,70.0,7.0,13.0,3.0,626.0,0.0,7.0,182.0,4.0,0.0,51.0,5.0,,,,24.0,0.0,3.0,,,,
2005,8,True,True,37,Temple,7,11,6.0,15.0,50.0,30.0,0.0,17.0,8.0,9.0,12.0,2459.0,0.0,7.0,0.0,741.0,10374.0,38.0,146.0,11.0,159.0,28.0,151.0,4.0,0.0,1917.0,14.0,343.0,307.0,1417.0,28.0,6547.0,6.0,4.0,132.0,1.0,1882.0,2.0,113.0,15.0,201.0,134.0,4.0,85.0,9.0,15.0,4.0,869.0,0.0,9.0,223.0,5.0,0.0,75.0,6.0,,,,24.0,0.0,3.0,,,,
2005,9,False,False,9,Georgia Tech,10,12,7.0,13.0,69.0,246.0,0.0,7.0,13.0,21.0,50.0,4188.0,0.0,5.0,2.0,1845.0,14292.0,198.0,197.0,12.0,198.0,19.0,240.0,12.0,0.0,2427.0,11.0,464.0,419.0,1793.0,33.0,7539.0,9.0,7.0,155.0,1.0,2396.0,2.0,135.0,15.0,234.0,156.0,5.0,97.0,10.0,21.0,5.0,1024.0,0.0,9.0,257.0,5.0,0.0,83.0,7.0,,,,24.0,0.0,3.0,,,,
2005,10,True,True,49,Duke,20,11,8.0,18.0,53.0,74.0,0.0,9.0,16.0,9.0,27.0,2729.0,0.0,10.0,0.0,1398.0,12749.0,163.0,134.0,17.0,172.0,26.0,154.0,5.0,0.0,1537.0,10.0,435.0,284.0,1998.0,36.0,8629.0,9.0,8.0,173.0,1.0,2721.0,2.0,146.0,15.0,264.0,175.0,11.0,108.0,10.0,22.0,6.0,1169.0,5.0,10.0,292.0,5.0,0.0,114.0,8.0,,,,24.0,0.0,3.0,,,,
2005,11,True,True,35,Florida State,14,13,9.0,10.0,60.0,139.0,0.0,9.0,17.0,11.0,51.0,4269.0,3.0,4.0,1.0,1043.0,10678.0,641.0,256.0,14.0,160.0,23.0,207.0,19.0,0.0,3390.0,10.0,320.0,444.0,2226.0,39.0,9605.0,11.0,9.0,197.0,1.0,3171.0,2.0,165.0,15.0,288.0,189.0,11.0,118.0,15.0,26.0,6.0,1403.0,5.0,13.0,333.0,7.0,0.0,114.0,8.0,,,,24.0,0.0,3.0,,,,
2005,12,False,True,13,South Carolina,9,12,10.0,14.0,45.0,141.0,0.0,12.0,13.0,12.0,31.0,3791.0,0.0,4.0,1.0,1142.0,12327.0,85.0,213.0,12.0,142.0,24.0,206.0,21.0,0.0,2864.0,13.0,365.0,355.0,2522.0,45.0,10824.0,14.0,9.0,215.0,1.0,3525.0,2.0,189.0,15.0,321.0,210.0,12.0,134.0,17.0,31.0,7.0,1488.0,5.0,14.0,374.0,7.0,0.0,125.0,9.0,,,,24.0,0.0,3.0,,,,
2006,2,False,False,33,Boston College,34,13,1.0,21.0,71.0,191.0,566.0,11.0,20.0,20.0,47.0,4589.0,0.0,7.0,3.0,1458.0,14618.0,261.0,284.0,11.0,184.0,22.0,256.0,16.0,78.0,3309.0,18.0,436.0,458.0,181.0,8.0,941.0,3.0,4.0,21.0,1.0,372.0,6.0,117.0,50.0,23.0,14.0,4.0,13.0,2.0,5.0,1.0,199.0,3.0,1.0,39.0,1.0,0.0,74.0,1.0,,,,,,,,,,
2006,3,False,True,27,Florida State,20,13,2.0,11.0,60.0,263.0,684.0,11.0,17.0,12.0,54.0,4294.0,1.0,5.0,3.0,1255.0,13863.0,317.0,239.0,16.0,178.0,27.0,211.0,19.0,87.0,3174.0,7.0,363.0,439.0,551.0,17.0,2082.0,5.0,5.0,44.0,1.0,851.0,11.0,117.0,90.0,63.0,39.0,5.0,31.0,4.0,5.0,1.0,335.0,4.0,1.0,80.0,1.0,0.0,74.0,1.0,,,,,,,,,,
2006,4,True,True,52,North Carolina,7,12,3.0,14.0,53.0,96.0,656.0,10.0,12.0,7.0,29.0,3516.0,1.0,9.0,0.0,1360.0,12617.0,212.0,169.0,18.0,155.0,28.0,190.0,11.0,73.0,2313.0,10.0,382.0,333.0,745.0,23.0,3052.0,6.0,7.0,59.0,1.0,1196.0,14.0,124.0,115.0,93.0,55.0,5.0,45.0,7.0,8.0,1.0,486.0,4.0,1.0,108.0,1.0,0.0,74.0,1.0,,,,,,,,,,
2006,5,True,True,51,Louisiana Tech,0,13,4.0,15.0,59.0,70.0,612.0,21.0,13.0,10.0,25.0,4479.0,0.0,3.0,0.0,1692.0,14100.0,115.0,214.0,19.0,169.0,40.0,237.0,17.0,68.0,3034.0,19.0,415.0,413.0,929.0,29.0,4442.0,6.0,8.0,89.0,1.0,1700.0,19.0,130.0,155.0,114.0,69.0,6.0,57.0,14.0,12.0,2.0,810.0,4.0,3.0,166.0,2.0,0.0,84.0,2.0,,,,,,,,,,
2006,6,False,True,27,Wake Forest,17,14,5.0,6.0,60.0,318.0,614.0,13.0,16.0,22.0,41.0,4298.0,1.0,4.0,2.0,2099.0,15353.0,366.0,188.0,6.0,171.0,19.0,231.0,11.0,66.0,2383.0,9.0,542.0,287.0,1062.0,32.0,5360.0,8.0,9.0,110.0,1.0,2226.0,26.0,146.0,225.0,131.0,79.0,9.0,65.0,17.0,18.0,2.0,1203.0,7.0,5.0,207.0,3.0,1.0,145.0,6.0,,,,,,,,,,
2006,7,False,True,63,Temple,9,12,6.0,20.0,36.0,88.0,489.0,13.0,4.0,9.0,13.0,2367.0,0.0,4.0,0.0,533.0,11830.0,35.0,171.0,15.0,143.0,28.0,127.0,12.0,64.0,2157.0,6.0,316.0,283.0,1276.0,36.0,6537.0,9.0,13.0,133.0,1.0,2654.0,32.0,146.0,272.0,161.0,99.0,13.0,77.0,18.0,18.0,5.0,1417.0,8.0,6.0,246.0,4.0,1.0,145.0,6.0,,,,,,,,,,
2006,8,True,True,31,Georgia Tech,7,14,7.0,12.0,75.0,185.0,713.0,7.0,17.0,13.0,61.0,4649.0,0.0,6.0,2.0,2274.0,15269.0,336.0,174.0,16.0,196.0,23.0,239.0,25.0,86.0,2549.0,16.0,526.0,369.0,1276.0,36.0,6537.0,9.0,13.0,133.0,1.0,2654.0,32.0,146.0,272.0,161.0,99.0,13.0,77.0,18.0,18.0,5.0,1417.0,8.0,6.0,246.0,4.0,1.0,145.0,6.0,,,,,,,,,,
2006,9,False,False,7,Virginia Tech,24,13,8.0,11.0,62.0,305.0,664.0,15.0,22.0,17.0,53.0,3837.0,1.0,3.0,2.0,1474.0,13915.0,353.0,181.0,12.0,173.0,27.0,196.0,13.0,77.0,2581.0,14.0,455.0,322.0,1392.0,41.0,7558.0,10.0,13.0,146.0,1.0,3080.0,38.0,150.0,320.0,177.0,106.0,15.0,90.0,21.0,23.0,6.0,1738.0,9.0,7.0,284.0,4.0,1.0,145.0,7.0,,,,,,,,,,
2006,10,True,False,12,Maryland,13,13,9.0,15.0,58.0,97.0,483.0,11.0,14.0,8.0,32.0,4073.0,0.0,8.0,1.0,1693.0,14156.0,238.0,204.0,12.0,158.0,23.0,220.0,16.0,55.0,2500.0,9.0,450.0,336.0,1478.0,45.0,8448.0,10.0,15.0,154.0,1.0,3246.0,39.0,155.0,325.0,205.0,117.0,17.0,106.0,22.0,29.0,7.0,1818.0,10.0,7.0,312.0,4.0,1.0,145.0,7.0,,,,,,,,,,
2006,11,True,True,20,NC State,14,12,10.0,14.0,55.0,121.0,696.0,8.0,11.0,7.0,55.0,3624.0,1.0,7.0,2.0,1436.0,12780.0,225.0,196.0,16.0,170.0,24.0,193.0,10.0,86.0,2312.0,5.0,375.0,379.0,1730.0,51.0,9596.0,10.0,15.0,170.0,1.0,3640.0,40.0,173.0,330.0,232.0,135.0,17.0,124.0,22.0,33.0,7.0,1961.0,10.0,9.0,353.0,5.0,1.0,161.0,8.0,,,,,,,,,,
2006,13,True,False,28,South Carolina,31,13,11.0,20.0,72.0,92.0,673.0,12.0,19.0,14.0,37.0,5135.0,0.0,9.0,0.0,1876.0,14773.0,147.0,243.0,13.0,151.0,25.0,270.0,24.0,85.0,3408.0,8.0,414.0,389.0,1886.0,55.0,10698.0,11.0,15.0,188.0,1.0,4009.0,45.0,180.0,371.0,256.0,150.0,20.0,135.0,23.0,35.0,9.0,2184.0,11.0,9.0,392.0,5.0,1.0,167.0,10.0,,,,,,,,,,
2007,2,True,True,49,UL Monroe,26,12,1.0,16.0,81.0,191.0,815.0,10.0,18.0,15.0,33.0,4628.0,0.0,8.0,1.0,2508.0,14842.0,162.0,194.0,11.0,191.0,21.0,251.0,16.0,100.0,2229.0,6.0,555.0,336.0,170.0,4.0,1172.0,2.0,1.0,16.0,0.0,292.0,6.0,48.0,46.0,24.0,14.0,1.0,15.0,1.0,7.0,0.0,132.0,1.0,1.0,42.0,0.0,,,,,,,,,,,,,
2007,4,False,True,42,NC State,20,12,3.0,19.0,71.0,58.0,654.0,11.0,12.0,10.0,47.0,4019.0,1.0,7.0,0.0,1071.0,12302.0,357.0,281.0,24.0,195.0,35.0,220.0,14.0,79.0,3154.0,6.0,355.0,502.0,862.0,12.0,2817.0,11.0,3.0,60.0,0.0,1172.0,15.0,73.0,151.0,80.0,58.0,3.0,32.0,4.0,12.0,0.0,376.0,3.0,2.0,103.0,0.0,0.0,20.0,3.0,,,,,,,,,,
2007,5,False,False,3,Georgia Tech,13,13,4.0,17.0,72.0,-4.0,771.0,13.0,28.0,5.0,73.0,5004.0,0.0,7.0,0.0,2591.0,14703.0,436.0,179.0,12.0,189.0,25.0,261.0,10.0,90.0,2579.0,18.0,548.0,363.0,1140.0,21.0,4146.0,13.0,3.0,92.0,0.0,1780.0,23.0,84.0,216.0,119.0,83.0,3.0,50.0,6.0,18.0,0.0,716.0,3.0,3.0,153.0,1.0,0.0,51.0,6.0,,,,,,,,,,
2007,6,True,False,23,Virginia Tech,41,14,5.0,9.0,77.0,338.0,749.0,12.0,22.0,22.0,62.0,4618.0,3.0,5.0,5.0,1862.0,15273.0,661.0,219.0,10.0,213.0,22.0,238.0,17.0,92.0,3061.0,11.0,560.0,379.0,1378.0,29.0,5218.0,13.0,4.0,107.0,0.0,2008.0,28.0,135.0,260.0,158.0,100.0,5.0,70.0,6.0,23.0,1.0,750.0,4.0,3.0,185.0,1.0,0.0,51.0,7.0,,,,,,,,,,
2007,8,True,True,70,Central Michigan,14,14,6.0,21.0,79.0,280.0,823.0,10.0,36.0,18.0,23.0,6258.0,0.0,6.0,1.0,2520.0,14380.0,142.0,361.0,14.0,191.0,24.0,329.0,28.0,82.0,3875.0,12.0,519.0,557.0,1774.0,31.0,6422.0,15.0,4.0,127.0,0.0,2388.0,35.0,190.0,313.0,225.0,138.0,9.0,88.0,6.0,27.0,3.0,758.0,6.0,8.0,208.0,4.0,0.0,51.0,7.0,,,,,,,,,,
2007,9,False,True,30,Maryland,17,13,7.0,14.0,76.0,143.0,589.0,6.0,28.0,13.0,43.0,4431.0,0.0,6.0,0.0,1787.0,14810.0,184.0,223.0,11.0,191.0,17.0,235.0,9.0,73.0,2934.0,16.0,532.0,346.0,2096.0,43.0,7685.0,21.0,6.0,162.0,0.0,3044.0,38.0,197.0,328.0,252.0,161.0,10.0,104.0,10.0,30.0,4.0,1099.0,6.0,10.0,269.0,5.0,0.0,51.0,9.0,,,,,,,,,,
2007,10,False,True,47,Duke,10,12,8.0,24.0,57.0,68.0,630.0,13.0,6.0,11.0,27.0,3253.0,0.0,11.0,0.0,768.0,12080.0,123.0,210.0,10.0,180.0,23.0,172.0,21.0,72.0,2774.0,7.0,376.0,383.0,2284.0,51.0,9034.0,23.0,7.0,189.0,0.0,3472.0,45.0,209.0,383.0,278.0,181.0,11.0,119.0,11.0,34.0,4.0,1348.0,7.0,11.0,325.0,6.0,0.0,68.0,10.0,,,,,,,,,,
2007,11,True,True,44,Wake Forest,10,13,9.0,19.0,85.0,405.0,621.0,10.0,19.0,19.0,45.0,4426.0,1.0,9.0,6.0,1863.0,15343.0,355.0,279.0,16.0,213.0,26.0,245.0,13.0,68.0,2727.0,18.0,550.0,392.0,2512.0,57.0,10137.0,26.0,8.0,207.0,0.0,3822.0,49.0,224.0,418.0,307.0,200.0,11.0,133.0,13.0,40.0,4.0,1500.0,7.0,12.0,357.0,6.0,0.0,68.0,11.0,,,,,,,,,,
2007,12,True,False,17,Boston College,20,14,10.0,23.0,91.0,270.0,797.0,10.0,17.0,25.0,43.0,5951.0,0.0,12.0,3.0,1416.0,15889.0,118.0,390.0,19.0,217.0,29.0,329.0,31.0,96.0,4736.0,10.0,422.0,659.0,2786.0,64.0,11124.0,29.0,8.0,232.0,0.0,4233.0,53.0,258.0,463.0,343.0,227.0,11.0,145.0,14.0,44.0,4.0,1645.0,7.0,12.0,391.0,6.0,0.0,80.0,12.0,,,,,,,,,,
2007,13,False,True,23,South Carolina,21,12,11.0,17.0,55.0,177.0,532.0,12.0,16.0,14.0,34.0,4462.0,0.0,8.0,1.0,1364.0,12628.0,216.0,258.0,17.0,157.0,29.0,255.0,20.0,69.0,3322.0,8.0,382.0,443.0,3049.0,71.0,11986.0,29.0,8.0,253.0,0.0,4506.0,60.0,264.0,510.0,383.0,253.0,12.0,161.0,16.0,47.0,5.0,1692.0,7.0,13.0,422.0,7.0,0.0,80.0,13.0,,,,,,,,,,
