season,week,home,win,SMU_points,opp,opp_points,opp_games,games,opp_thirdDowns,opp_puntReturnTDs,opp_passesIntercepted,opp_passingTDs,opp_fourthDowns,opp_fumblesRecovered,opp_passAttempts,opp_firstDowns,opp_rushingTDs,opp_penalties,opp_rushingYards,opp_interceptions,opp_totalYards,opp_possessionTime,opp_turnovers,opp_puntReturnYards,opp_passCompletions,opp_penaltyYards,opp_fourthDownConversions,opp_rushingAttempts,opp_puntReturns,opp_interceptionTDs,opp_interceptionYards,opp_netPassingYards,opp_fumblesLost,opp_thirdDownConversions,fourthDownConversions,penalties,turnovers,fumblesLost,thirdDowns,puntReturns,netPassingYards,penaltyYards,fumblesRecovered,passCompletions,fourthDowns,puntReturnYards,rushingAttempts,rushingTDs,thirdDownConversions,rushingYards,totalYards,puntReturnTDs,possessionTime,passAttempts,firstDowns,interceptions,passingTDs,passesIntercepted,interceptionTDs,interceptionYards,opp_kickReturns,opp_kickReturnTDs,opp_kickReturnYards,kickReturnTDs,kickReturnYards,kickReturns,opp_tacklesForLoss,opp_sacks,sacks,tacklesForLoss
2008,3,False,False,7,Texas Tech,43,13,2.0,169.0,1.0,18.0,47.0,26.0,12.0,662.0,359.0,28.0,95.0,1532.0,10.0,6903.0,14505.0,25.0,283.0,465.0,783.0,17.0,317.0,28.0,3.0,179.0,5495.0,15.0,92.0,0.0,13.0,5.0,2.0,23.0,,733.0,102.0,5.0,54.0,0.0,,31.0,1.0,11.0,72.0,768.0,,1886.0,86.0,38.0,3.0,9.0,2.0,0.0,15.0,,,,,,,,,,
2008,4,True,False,7,TCU,48,13,3.0,217.0,0.0,15.0,14.0,18.0,21.0,371.0,305.0,39.0,114.0,2863.0,8.0,5477.0,16062.0,15.0,417.0,217.0,937.0,10.0,642.0,62.0,2.0,156.0,2755.0,7.0,111.0,1.0,19.0,10.0,2.0,33.0,1.0,964.0,140.0,7.0,72.0,2.0,-1.0,54.0,1.0,13.0,133.0,1042.0,0.0,2932.0,123.0,55.0,8.0,10.0,2.0,0.0,15.0,,,,,,,,,,
2008,5,False,False,27,Tulane,34,12,4.0,176.0,0.0,9.0,10.0,26.0,9.0,409.0,217.0,14.0,72.0,1421.0,15.0,4076.0,13775.0,24.0,117.0,228.0,604.0,10.0,399.0,26.0,1.0,179.0,2783.0,9.0,71.0,1.0,24.0,13.0,3.0,44.0,4.0,1197.0,187.0,7.0,92.0,3.0,1.0,66.0,1.0,17.0,125.0,1252.0,0.0,3790.0,162.0,65.0,10.0,11.0,2.0,0.0,15.0,,,,,,,,,,
2008,6,False,False,17,UCF,31,12,5.0,188.0,0.0,18.0,12.0,18.0,8.0,308.0,155.0,8.0,66.0,1359.0,11.0,2754.0,12323.0,27.0,392.0,132.0,607.0,9.0,453.0,35.0,1.0,311.0,1652.0,16.0,55.0,3.0,31.0,15.0,3.0,56.0,6.0,1468.0,257.0,8.0,113.0,5.0,23.0,79.0,1.0,19.0,180.0,1563.0,0.0,4578.0,206.0,81.0,12.0,14.0,3.0,0.0,50.0,,,,,,,,,,
2008,7,True,False,31,Tulsa,37,14,6.0,193.0,1.0,9.0,47.0,21.0,20.0,423.0,391.0,40.0,61.0,3752.0,21.0,7978.0,14985.0,31.0,202.0,270.0,518.0,9.0,674.0,45.0,1.0,70.0,4338.0,10.0,110.0,3.0,36.0,19.0,4.0,71.0,10.0,1840.0,281.0,9.0,142.0,5.0,26.0,100.0,2.0,25.0,205.0,1939.0,0.0,5760.0,251.0,96.0,15.0,15.0,3.0,0.0,50.0,,,,,,,,,,
2008,8,True,False,38,Houston,44,13,7.0,182.0,0.0,13.0,45.0,20.0,12.0,610.0,355.0,23.0,81.0,2095.0,12.0,7316.0,12959.0,30.0,163.0,411.0,736.0,10.0,406.0,30.0,2.0,318.0,5410.0,18.0,93.0,3.0,40.0,20.0,4.0,82.0,12.0,2178.0,321.0,10.0,161.0,7.0,26.0,128.0,2.0,28.0,356.0,2408.0,0.0,6855.0,285.0,117.0,16.0,19.0,5.0,0.0,50.0,,,,,,,,,,
2008,9,False,False,7,Navy,34,13,8.0,179.0,2.0,16.0,6.0,23.0,15.0,93.0,224.0,32.0,40.0,3801.0,5.0,4593.0,14778.0,16.0,126.0,46.0,338.0,14.0,715.0,22.0,1.0,245.0,843.0,11.0,85.0,3.0,50.0,24.0,6.0,93.0,13.0,2562.0,396.0,11.0,190.0,7.0,39.0,151.0,3.0,34.0,404.0,2821.0,0.0,7939.0,325.0,143.0,18.0,23.0,6.0,0.0,50.0,,,,,,,,,,
2008,11,True,False,26,Memphis,31,13,9.0,196.0,0.0,7.0,20.0,19.0,11.0,437.0,309.0,25.0,59.0,2533.0,12.0,5424.0,15517.0,18.0,221.0,247.0,519.0,10.0,540.0,39.0,0.0,56.0,2979.0,6.0,91.0,3.0,53.0,25.0,6.0,102.0,16.0,2735.0,405.0,12.0,206.0,7.0,52.0,162.0,3.0,35.0,391.0,2965.0,0.0,8587.0,353.0,151.0,19.0,24.0,6.0,0.0,50.0,,,,,,,,,,
2008,12,False,False,10,UTEP,36,12,10.0,168.0,0.0,12.0,34.0,15.0,16.0,448.0,246.0,9.0,73.0,1468.0,9.0,4878.0,13513.0,15.0,88.0,258.0,682.0,4.0,371.0,19.0,1.0,85.0,3644.0,6.0,70.0,3.0,56.0,25.0,6.0,111.0,17.0,3046.0,437.0,12.0,230.0,8.0,52.0,178.0,3.0,38.0,429.0,3314.0,0.0,9416.0,391.0,171.0,19.0,27.0,7.0,0.0,50.0,,,,,,,,,,
2008,14,True,False,12,Southern Miss,28,13,11.0,209.0,0.0,17.0,23.0,26.0,12.0,457.0,287.0,29.0,98.0,2502.0,9.0,5636.0,14441.0,16.0,192.0,262.0,957.0,18.0,531.0,39.0,0.0,98.0,3320.0,7.0,92.0,3.0,62.0,31.0,8.0,124.0,19.0,3193.0,485.0,12.0,243.0,8.0,81.0,198.0,3.0,41.0,493.0,3515.0,0.0,10256.0,427.0,185.0,23.0,28.0,7.0,0.0,50.0,,,,,,,,,,
2009,2,False,True,35,UAB,33,12,1.0,141.0,0.0,11.0,22.0,10.0,12.0,291.0,229.0,17.0,89.0,2759.0,8.0,5111.0,12759.0,13.0,59.0,169.0,773.0,0.0,463.0,19.0,2.0,244.0,2496.0,5.0,52.0,1.0,6.0,2.0,0.0,16.0,3.0,209.0,55.0,1.0,23.0,3.0,79.0,27.0,2.0,4.0,153.0,355.0,1.0,1129.0,45.0,17.0,2.0,1.0,5.0,0.0,4.0,52.0,0.0,1078.0,0.0,142.0,4.0,,,,
2009,3,False,False,27,Washington State,30,12,2.0,168.0,0.0,10.0,11.0,15.0,14.0,372.0,159.0,5.0,80.0,848.0,16.0,2983.0,11448.0,31.0,62.0,195.0,681.0,7.0,354.0,19.0,2.0,209.0,2453.0,15.0,40.0,1.0,13.0,6.0,2.0,30.0,7.0,566.0,107.0,2.0,51.0,3.0,147.0,56.0,4.0,9.0,237.0,792.0,1.0,2336.0,92.0,41.0,4.0,4.0,9.0,0.0,51.0,63.0,0.0,1168.0,0.0,222.0,8.0,,,,
2009,5,False,False,14,TCU,39,13,3.0,158.0,2.0,14.0,24.0,10.0,11.0,326.0,310.0,35.0,72.0,3114.0,8.0,5937.0,14983.0,23.0,619.0,202.0,679.0,4.0,595.0,71.0,3.0,140.0,2899.0,15.0,65.0,1.0,19.0,11.0,3.0,46.0,11.0,1003.0,161.0,3.0,91.0,3.0,147.0,83.0,5.0,16.0,317.0,1296.0,1.0,3781.0,149.0,69.0,8.0,6.0,11.0,0.0,54.0,34.0,1.0,965.0,0.0,273.0,10.0,,,,
2009,6,True,True,28,East Carolina,21,14,4.0,209.0,0.0,17.0,15.0,13.0,17.0,452.0,277.0,24.0,101.0,2129.0,12.0,5172.0,16103.0,23.0,204.0,265.0,806.0,7.0,529.0,35.0,2.0,283.0,3135.0,11.0,91.0,1.0,24.0,14.0,4.0,61.0,14.0,1285.0,193.0,5.0,108.0,3.0,145.0,101.0,5.0,19.0,301.0,1520.0,1.0,5060.0,187.0,78.0,10.0,8.0,12.0,0.0,60.0,56.0,3.0,1308.0,0.0,430.0,17.0,,,,
2009,7,True,False,35,Navy,38,14,5.0,196.0,1.0,13.0,6.0,28.0,10.0,110.0,267.0,44.0,48.0,3933.0,4.0,4991.0,17373.0,14.0,109.0,58.0,415.0,19.0,820.0,32.0,0.0,203.0,1175.0,10.0,91.0,1.0,35.0,15.0,5.0,71.0,15.0,1570.0,313.0,6.0,125.0,3.0,182.0,122.0,5.0,21.0,329.0,1814.0,1.0,5945.0,216.0,92.0,10.0,10.0,13.0,1.0,113.0,46.0,0.0,851.0,0.0,502.0,21.0,,,,
2009,8,False,False,15,Houston,38,14,6.0,191.0,0.0,11.0,47.0,20.0,18.0,747.0,424.0,23.0,63.0,1815.0,15.0,7887.0,13791.0,26.0,141.0,525.0,571.0,14.0,403.0,27.0,2.0,170.0,6208.0,11.0,98.0,2.0,44.0,15.0,5.0,82.0,17.0,1770.0,371.0,7.0,144.0,4.0,181.0,149.0,7.0,23.0,505.0,2190.0,1.0,6991.0,257.0,113.0,10.0,12.0,13.0,1.0,113.0,68.0,5.0,1555.0,0.0,607.0,27.0,,,,
2009,9,False,True,27,Tulsa,13,12,7.0,175.0,1.0,9.0,25.0,16.0,12.0,389.0,248.0,19.0,58.0,1809.0,10.0,4921.0,12687.0,22.0,282.0,228.0,582.0,3.0,480.0,25.0,0.0,121.0,3395.0,12.0,68.0,2.0,50.0,18.0,8.0,92.0,19.0,2005.0,436.0,7.0,162.0,6.0,196.0,183.0,8.0,23.0,702.0,2587.0,1.0,8228.0,287.0,132.0,10.0,13.0,13.0,1.0,113.0,63.0,0.0,1424.0,0.0,735.0,34.0,,,,
2009,10,True,True,31,Rice,28,12,8.0,181.0,0.0,6.0,14.0,22.0,12.0,452.0,216.0,14.0,69.0,1311.0,17.0,3655.0,12899.0,27.0,210.0,248.0,523.0,11.0,407.0,25.0,0.0,37.0,2560.0,10.0,56.0,2.0,64.0,20.0,10.0,111.0,24.0,2380.0,512.0,7.0,182.0,6.0,196.0,224.0,9.0,30.0,777.0,3016.0,1.0,9593.0,317.0,149.0,10.0,15.0,15.0,1.0,166.0,77.0,0.0,1653.0,0.0,765.0,36.0,,,,
2009,11,True,True,35,UTEP,31,12,9.0,158.0,0.0,11.0,17.0,15.0,7.0,422.0,262.0,27.0,91.0,1813.0,13.0,5144.0,12597.0,21.0,110.0,229.0,842.0,8.0,401.0,21.0,1.0,198.0,3522.0,8.0,65.0,2.0,77.0,22.0,11.0,122.0,26.0,2628.0,634.0,10.0,199.0,7.0,211.0,258.0,11.0,35.0,873.0,3346.0,1.0,10814.0,341.0,167.0,11.0,16.0,15.0,1.0,166.0,61.0,0.0,1274.0,0.0,817.0,40.0,,,,
2009,12,False,False,31,Marshall,34,13,10.0,191.0,1.0,9.0,14.0,11.0,9.0,404.0,244.0,18.0,94.0,1855.0,13.0,4538.0,16126.0,22.0,312.0,233.0,885.0,3.0,471.0,33.0,0.0,106.0,2846.0,9.0,81.0,3.0,81.0,24.0,11.0,128.0,28.0,2881.0,664.0,10.0,216.0,8.0,211.0,287.0,14.0,36.0,1066.0,3783.0,1.0,11786.0,365.0,187.0,13.0,18.0,16.0,1.0,166.0,49.0,0.0,957.0,0.0,970.0,45.0,,,,
2009,13,True,True,26,Tulane,21,12,11.0,167.0,0.0,5.0,13.0,18.0,5.0,373.0,207.0,10.0,59.0,1264.0,14.0,3750.0,13060.0,26.0,52.0,234.0,497.0,7.0,395.0,19.0,0.0,54.0,2686.0,12.0,73.0,3.0,86.0,26.0,12.0,139.0,31.0,3131.0,711.0,10.0,234.0,8.0,247.0,317.0,16.0,40.0,1172.0,4114.0,1.0,12722.0,397.0,208.0,14.0,20.0,16.0,1.0,166.0,76.0,1.0,1486.0,0.0,1124.0,51.0,,,,
2010,2,True,True,28,UAB,7,12,1.0,186.0,0.0,9.0,28.0,28.0,9.0,465.0,256.0,14.0,63.0,1870.0,14.0,5074.0,12987.0,24.0,83.0,254.0,610.0,13.0,417.0,39.0,0.0,184.0,3284.0,10.0,78.0,2.0,4.0,4.0,1.0,13.0,3.0,241.0,40.0,1.0,21.0,3.0,10.0,27.0,1.0,4.0,109.0,327.0,0.0,1644.0,38.0,18.0,3.0,2.0,,,,65.0,0.0,1339.0,0.0,157.0,4.0,,,,
2010,3,True,True,35,Washington State,21,12,2.0,179.0,0.0,11.0,19.0,21.0,11.0,384.0,211.0,11.0,76.0,1092.0,12.0,3962.0,13042.0,23.0,113.0,227.0,714.0,7.0,417.0,29.0,0.0,92.0,3147.0,11.0,70.0,2.0,7.0,5.0,2.0,23.0,5.0,419.0,65.0,2.0,40.0,4.0,11.0,64.0,3.0,7.0,356.0,748.0,0.0,2987.0,72.0,43.0,3.0,4.0,1.0,0.0,7.0,46.0,0.0,983.0,0.0,197.0,6.0,,,,
2010,4,True,False,24,TCU,41,13,3.0,159.0,0.0,12.0,29.0,13.0,10.0,331.0,326.0,41.0,68.0,3216.0,6.0,6199.0,15849.0,13.0,533.0,218.0,542.0,9.0,600.0,63.0,3.0,164.0,3047.0,7.0,85.0,2.0,15.0,6.0,3.0,35.0,11.0,726.0,111.0,2.0,59.0,5.0,25.0,92.0,4.0,12.0,496.0,1168.0,0.0,4509.0,106.0,65.0,3.0,8.0,1.0,0.0,7.0,31.0,0.0,803.0,0.0,257.0,9.0,,,,
2010,5,False,True,42,Rice,31,12,4.0,185.0,0.0,6.0,20.0,18.0,8.0,360.0,237.0,24.0,62.0,1913.0,12.0,4504.0,13625.0,21.0,208.0,218.0,529.0,13.0,494.0,28.0,0.0,53.0,2820.0,9.0,84.0,3.0,20.0,7.0,3.0,48.0,14.0,897.0,166.0,2.0,73.0,7.0,29.0,121.0,5.0,14.0,688.0,1529.0,0.0,5494.0,141.0,84.0,4.0,10.0,3.0,0.0,39.0,78.0,0.0,1723.0,0.0,361.0,14.0,,,,
2010,6,True,True,21,Tulsa,18,13,5.0,181.0,1.0,24.0,32.0,13.0,13.0,469.0,332.0,32.0,57.0,2820.0,11.0,6573.0,14514.0,19.0,296.0,280.0,544.0,7.0,537.0,29.0,4.0,444.0,3917.0,8.0,87.0,4.0,26.0,8.0,4.0,59.0,16.0,1268.0,205.0,2.0,97.0,8.0,38.0,142.0,6.0,20.0,789.0,2001.0,0.0,6539.0,173.0,101.0,4.0,13.0,5.0,1.0,71.0,50.0,1.0,1097.0,0.0,440.0,18.0,,,,
2010,7,False,False,21,Navy,28,13,6.0,170.0,0.0,7.0,13.0,20.0,16.0,157.0,265.0,37.0,44.0,3702.0,6.0,5262.0,14973.0,16.0,70.0,84.0,359.0,13.0,692.0,21.0,0.0,66.0,1626.0,10.0,88.0,4.0,31.0,10.0,5.0,73.0,18.0,1662.0,254.0,2.0,124.0,8.0,42.0,167.0,6.0,27.0,895.0,2488.0,0.0,7687.0,213.0,124.0,5.0,16.0,5.0,1.0,71.0,50.0,0.0,1123.0,0.0,465.0,20.0,,,,
2010,8,True,False,20,Houston,45,12,7.0,163.0,1.0,13.0,34.0,21.0,9.0,484.0,307.0,20.0,60.0,1839.0,20.0,5766.0,11813.0,27.0,231.0,298.0,481.0,12.0,410.0,30.0,2.0,245.0,4008.0,7.0,79.0,6.0,39.0,13.0,7.0,86.0,20.0,1924.0,330.0,2.0,152.0,10.0,42.0,191.0,6.0,33.0,1016.0,2863.0,0.0,8693.0,255.0,145.0,6.0,19.0,5.0,1.0,71.0,60.0,1.0,1331.0,0.0,586.0,24.0,,,,
2010,9,False,True,31,Tulane,17,12,8.0,183.0,0.0,10.0,19.0,15.0,13.0,465.0,256.0,17.0,61.0,1530.0,12.0,4479.0,14158.0,25.0,97.0,268.0,438.0,7.0,434.0,38.0,0.0,102.0,3144.0,13.0,71.0,7.0,45.0,16.0,8.0,101.0,23.0,2253.0,395.0,3.0,178.0,11.0,39.0,219.0,6.0,40.0,1143.0,3308.0,0.0,9842.0,301.0,167.0,8.0,21.0,5.0,1.0,71.0,71.0,0.0,1309.0,0.0,758.0,33.0,,,,
2010,10,False,False,14,UTEP,28,13,9.0,178.0,0.0,11.0,23.0,15.0,5.0,432.0,262.0,18.0,77.0,1782.0,14.0,4685.0,13935.0,21.0,321.0,228.0,668.0,6.0,412.0,30.0,0.0,203.0,3064.0,7.0,84.0,7.0,50.0,19.0,11.0,112.0,26.0,2625.0,444.0,4.0,197.0,11.0,47.0,249.0,9.0,45.0,1327.0,3850.0,0.0,10871.0,336.0,188.0,8.0,22.0,6.0,1.0,71.0,62.0,2.0,1538.0,0.0,851.0,37.0,,,,
2010,12,True,True,31,Marshall,17,12,10.0,178.0,1.0,11.0,22.0,13.0,6.0,421.0,197.0,7.0,79.0,1166.0,15.0,3771.0,12404.0,23.0,146.0,235.0,646.0,4.0,345.0,32.0,1.0,180.0,2680.0,8.0,66.0,8.0,60.0,19.0,11.0,126.0,28.0,2892.0,562.0,4.0,225.0,14.0,63.0,273.0,10.0,51.0,1431.0,4209.0,0.0,11973.0,381.0,209.0,8.0,23.0,6.0,1.0,71.0,59.0,1.0,1286.0,0.0,915.0,42.0,,,,
2010,13,False,True,45,East Carolina,38,13,11.0,181.0,0.0,11.0,39.0,28.0,10.0,632.0,307.0,21.0,103.0,1546.0,16.0,5689.0,13184.0,30.0,227.0,408.0,879.0,21.0,358.0,28.0,1.0,120.0,4272.0,14.0,78.0,10.0,64.0,21.0,11.0,140.0,33.0,3139.0,587.0,4.0,242.0,16.0,106.0,309.0,12.0,57.0,1616.0,4624.0,0.0,13202.0,413.0,229.0,10.0,25.0,9.0,1.0,94.0,84.0,1.0,1653.0,0.0,995.0,45.0,,,,
2010,14,False,False,7,UCF,17,14,12.0,177.0,0.0,17.0,16.0,15.0,7.0,296.0,290.0,36.0,71.0,2626.0,11.0,5236.0,17456.0,18.0,394.0,191.0,566.0,10.0,602.0,47.0,5.0,351.0,2728.0,7.0,90.0,10.0,69.0,22.0,12.0,157.0,36.0,3477.0,641.0,5.0,263.0,16.0,114.0,348.0,14.0,69.0,1735.0,5074.0,0.0,14394.0,447.0,250.0,10.0,28.0,10.0,1.0,99.0,44.0,2.0,1250.0,0.0,1134.0,52.0,,,,
2011,2,True,True,28,UTEP,17,12,1.0,162.0,1.0,12.0,14.0,22.0,7.0,399.0,237.0,24.0,55.0,1859.0,17.0,4566.0,13486.0,29.0,220.0,225.0,460.0,14.0,410.0,34.0,1.0,169.0,2956.0,12.0,63.0,0.0,3.0,2.0,0.0,18.0,1.0,304.0,18.0,0.0,23.0,3.0,0.0,32.0,1.0,9.0,79.0,347.0,0.0,1222.0,38.0,20.0,2.0,1.0,,,,50.0,0.0,1291.0,0.0,58.0,4.0,,,,
2011,4,False,True,42,Memphis,0,12,3.0,184.0,0.0,12.0,10.0,11.0,17.0,408.0,182.0,10.0,57.0,1008.0,8.0,3291.0,12601.0,18.0,93.0,224.0,523.0,4.0,378.0,23.0,1.0,161.0,2437.0,10.0,57.0,0.0,16.0,8.0,3.0,43.0,9.0,968.0,142.0,1.0,67.0,7.0,10.0,85.0,9.0,21.0,339.0,1267.0,0.0,3502.0,120.0,62.0,5.0,1.0,1.0,0.0,12.0,66.0,0.0,1207.0,0.0,109.0,6.0,,,,
2011,5,False,True,40,TCU,33,13,4.0,169.0,1.0,10.0,25.0,11.0,13.0,350.0,281.0,38.0,72.0,2712.0,7.0,5723.0,15416.0,21.0,339.0,231.0,685.0,9.0,532.0,41.0,3.0,202.0,3125.0,14.0,88.0,1.0,22.0,12.0,6.0,53.0,13.0,1333.0,192.0,2.0,95.0,8.0,57.0,115.0,12.0,27.0,501.0,1786.0,0.0,4780.0,164.0,89.0,6.0,4.0,1.0,0.0,12.0,49.0,3.0,1355.0,0.0,142.0,7.0,,,,
2011,7,True,True,38,UCF,17,12,5.0,158.0,0.0,9.0,11.0,21.0,5.0,346.0,252.0,27.0,68.0,2025.0,8.0,4881.0,15212.0,18.0,201.0,235.0,587.0,10.0,466.0,37.0,1.0,117.0,3010.0,10.0,70.0,1.0,33.0,13.0,6.0,68.0,16.0,1696.0,268.0,3.0,118.0,8.0,60.0,139.0,12.0,34.0,613.0,2247.0,0.0,5865.0,209.0,113.0,7.0,8.0,1.0,0.0,12.0,42.0,1.0,1131.0,0.0,228.0,12.0,,,,
2011,8,False,False,3,Southern Miss,27,14,6.0,213.0,4.0,19.0,32.0,18.0,8.0,489.0,327.0,17.0,108.0,2872.0,12.0,6459.0,15059.0,32.0,448.0,292.0,879.0,11.0,553.0,58.0,8.0,519.0,3715.0,20.0,89.0,2.0,38.0,14.0,6.0,77.0,19.0,2054.0,318.0,3.0,138.0,9.0,201.0,155.0,14.0,37.0,695.0,2687.0,1.0,6706.0,240.0,129.0,8.0,10.0,1.0,0.0,12.0,52.0,0.0,1174.0,0.0,243.0,14.0,,,,
2011,9,False,False,7,Tulsa,38,13,7.0,180.0,0.0,18.0,31.0,14.0,11.0,421.0,287.0,20.0,52.0,2492.0,17.0,5725.0,13284.0,34.0,82.0,256.0,466.0,6.0,521.0,36.0,3.0,347.0,3359.0,17.0,75.0,2.0,47.0,16.0,6.0,90.0,19.0,2234.0,373.0,4.0,154.0,10.0,201.0,179.0,14.0,41.0,852.0,3017.0,1.0,7744.0,272.0,144.0,10.0,10.0,2.0,0.0,14.0,51.0,1.0,1115.0,0.0,342.0,19.0,,,,
2011,10,True,True,45,Tulane,24,13,8.0,200.0,0.0,12.0,13.0,21.0,7.0,461.0,228.0,17.0,72.0,1642.0,15.0,4424.0,14861.0,26.0,205.0,248.0,642.0,10.0,429.0,38.0,3.0,214.0,2924.0,11.0,75.0,3.0,53.0,21.0,7.0,103.0,22.0,2435.0,445.0,5.0,171.0,12.0,204.0,206.0,15.0,43.0,937.0,3282.0,1.0,8838.0,309.0,161.0,14.0,10.0,3.0,0.0,14.0,83.0,0.0,1667.0,0.0,412.0,23.0,,,,
2011,11,True,False,17,Navy,24,12,9.0,171.0,0.0,10.0,10.0,30.0,13.0,135.0,255.0,34.0,28.0,3747.0,6.0,4776.0,14663.0,15.0,97.0,65.0,240.0,15.0,694.0,18.0,2.0,152.0,1122.0,9.0,81.0,3.0,59.0,22.0,8.0,116.0,24.0,2772.0,495.0,7.0,200.0,12.0,197.0,234.0,18.0,51.0,1068.0,3735.0,1.0,10069.0,349.0,184.0,14.0,13.0,3.0,0.0,14.0,54.0,1.0,1091.0,0.0,477.0,26.0,,,,
2011,12,False,False,7,Houston,37,14,10.0,203.0,2.0,21.0,54.0,26.0,11.0,682.0,393.0,33.0,85.0,2086.0,6.0,8387.0,13688.0,15.0,317.0,479.0,699.0,14.0,420.0,46.0,2.0,238.0,6469.0,9.0,103.0,4.0,65.0,24.0,8.0,128.0,26.0,3023.0,555.0,8.0,226.0,14.0,196.0,263.0,19.0,55.0,1205.0,4121.0,1.0,11062.0,385.0,203.0,16.0,14.0,4.0,0.0,7.0,43.0,1.0,906.0,0.0,535.0,29.0,,,,
2011,13,True,True,27,Rice,24,12,11.0,192.0,0.0,13.0,15.0,14.0,14.0,384.0,219.0,13.0,56.0,1811.0,7.0,4172.0,14407.0,19.0,215.0,222.0,446.0,4.0,467.0,34.0,1.0,139.0,2519.0,12.0,70.0,6.0,72.0,27.0,10.0,143.0,28.0,3295.0,585.0,8.0,249.0,16.0,196.0,289.0,19.0,60.0,1229.0,4384.0,1.0,12212.0,425.0,219.0,17.0,15.0,4.0,0.0,7.0,49.0,0.0,951.0,0.0,739.0,37.0,,,,
2012,3,True,False,3,Texas A&M,48,13,2.0,194.0,1.0,12.0,28.0,12.0,4.0,492.0,357.0,46.0,80.0,3147.0,10.0,7261.0,22693.0,21.0,452.0,329.0,735.0,7.0,533.0,35.0,2.0,196.0,4114.0,11.0,106.0,0.0,15.0,6.0,3.0,33.0,2.0,618.0,123.0,4.0,58.0,1.0,24.0,58.0,2.0,15.0,217.0,835.0,0.0,4899.0,104.0,45.0,3.0,4.0,7.0,2.0,232.0,32.0,0.0,697.0,0.0,95.0,5.0,,,,
2012,5,True,False,16,TCU,24,13,3.0,191.0,1.0,21.0,26.0,20.0,11.0,402.0,245.0,13.0,89.0,1977.0,12.0,5052.0,27069.0,29.0,322.0,237.0,819.0,10.0,512.0,27.0,2.0,276.0,3075.0,17.0,64.0,0.0,19.0,7.0,3.0,51.0,3.0,821.0,153.0,4.0,81.0,3.0,26.0,83.0,2.0,18.0,323.0,1144.0,0.0,6795.0,153.0,62.0,4.0,4.0,7.0,2.0,232.0,35.0,0.0,807.0,0.0,138.0,8.0,,,,
2012,6,False,True,17,UTEP,0,12,4.0,174.0,1.0,7.0,16.0,21.0,12.0,376.0,232.0,13.0,58.0,1782.0,13.0,4470.0,21093.0,23.0,191.0,198.0,501.0,8.0,455.0,20.0,0.0,20.0,2688.0,10.0,62.0,0.0,29.0,13.0,4.0,65.0,5.0,1011.0,245.0,6.0,96.0,5.0,35.0,105.0,3.0,21.0,353.0,1364.0,0.0,8245.0,193.0,74.0,9.0,5.0,7.0,2.0,232.0,47.0,2.0,1096.0,0.0,208.0,10.0,,,,
2012,7,False,False,26,Tulane,27,12,5.0,184.0,0.0,15.0,23.0,18.0,9.0,536.0,214.0,3.0,76.0,479.0,20.0,3838.0,21994.0,33.0,144.0,310.0,647.0,5.0,280.0,13.0,1.0,321.0,3359.0,13.0,71.0,1.0,31.0,14.0,4.0,84.0,9.0,1245.0,255.0,6.0,118.0,6.0,39.0,141.0,3.0,29.0,491.0,1736.0,0.0,10470.0,237.0,96.0,10.0,6.0,10.0,3.0,270.0,44.0,0.0,847.0,0.0,208.0,10.0,,,,
2012,8,True,True,72,Houston,42,12,6.0,197.0,0.0,19.0,27.0,25.0,12.0,591.0,292.0,18.0,74.0,1814.0,20.0,5755.0,19365.0,35.0,84.0,337.0,634.0,9.0,393.0,24.0,2.0,286.0,3941.0,15.0,81.0,1.0,37.0,15.0,4.0,100.0,13.0,1520.0,289.0,7.0,143.0,8.0,53.0,179.0,3.0,35.0,687.0,2207.0,0.0,12936.0,288.0,125.0,11.0,8.0,10.0,3.0,270.0,42.0,0.0,801.0,0.0,291.0,13.0,,,,
2012,9,True,True,44,Memphis,13,12,7.0,166.0,1.0,8.0,16.0,28.0,15.0,283.0,211.0,18.0,85.0,1821.0,3.0,3820.0,22629.0,24.0,300.0,182.0,832.0,20.0,489.0,26.0,2.0,48.0,1999.0,21.0,60.0,2.0,39.0,17.0,4.0,115.0,14.0,1785.0,319.0,10.0,166.0,9.0,63.0,205.0,5.0,43.0,806.0,2591.0,0.0,14807.0,326.0,145.0,13.0,12.0,16.0,6.0,334.0,50.0,0.0,1141.0,0.0,355.0,15.0,,,,
2012,10,False,False,17,UCF,42,14,8.0,186.0,0.0,11.0,28.0,15.0,16.0,412.0,301.0,33.0,60.0,2545.0,7.0,5703.0,26636.0,15.0,266.0,257.0,507.0,9.0,527.0,25.0,2.0,246.0,3158.0,8.0,91.0,2.0,39.0,18.0,5.0,125.0,15.0,2138.0,319.0,12.0,191.0,10.0,122.0,239.0,9.0,48.0,940.0,3078.0,0.0,16927.0,361.0,169.0,13.0,13.0,16.0,6.0,334.0,38.0,3.0,943.0,0.0,383.0,16.0,,,,
2012,11,True,True,34,Southern Miss,6,12,9.0,170.0,0.0,5.0,9.0,16.0,7.0,313.0,215.0,17.0,57.0,1855.0,13.0,3874.0,20198.0,28.0,40.0,151.0,477.0,7.0,479.0,8.0,2.0,77.0,2019.0,15.0,61.0,2.0,46.0,19.0,6.0,139.0,16.0,2271.0,372.0,13.0,207.0,11.0,126.0,270.0,11.0,55.0,1066.0,3337.0,0.0,18886.0,390.0,185.0,13.0,13.0,16.0,6.0,334.0,53.0,1.0,1128.0,0.0,503.0,21.0,,,,
